Question ,Question Text,Comment
1,Please explain why you rated the organization as you did.,"i3 is a place that pays folks extremely fair while also providing unlimited resources for success. My manager does an amazing job checking in regularly and making sure that everyone's professional and personal lives are well-balanced and that no one person is too overloaded. But, they will also present you with fair and challenging opportunities every time there is an opportunity to take on more work"
1,Please explain why you rated the organization as you did.,"This is my second career and, after retiring from the Army, I immediately found a new team of people who's outcomes and well-being are as important to me as my own and they behave the same way toward me and my family."
1,Please explain why you rated the organization as you did.,"i3 is an incredible place to work! The culture is top notch, and the work is rewarding. Our leadership inspires us to be better."
1,Please explain why you rated the organization as you did.,.
1,Please explain why you rated the organization as you did.,i3 is an AMAZING place to work!
1,Please explain why you rated the organization as you did.,People and culture-focused while still serving the customer with the utmost priority.
1,Please explain why you rated the organization as you did.,"Overall just a great place to work. I am treated fairly, with respect, and feel like my opinion matters. There's not a whole lot else you could ask for."
1,Please explain why you rated the organization as you did.,"We do important work for the DoD. We hire great people who support one another and treat each other with respect. Our work is challenging and there is a lot of work to do, but if you need help the management team will shift resources to enable you the get it done. There are leadership opportunities. Hard work is recognized and rewarded.  The company has a robust strategy for growth. The benefits are top notch. They allow me to work a flexible schedule when my kids are sick or I personal matters to tack care of. i3 is a great company!"
1,Please explain why you rated the organization as you did.,"The culture here at i3 is unmatched. I feel valued, heard, and respected by my bosses and my co-workers. Our leadership works hard to cultivate and maintain the culture, even with all the growth we've had the last few years."
1,Please explain why you rated the organization as you did.,I enjoy the work that I do and the people I work with!
1,Please explain why you rated the organization as you did.,The organization needs more female and minority leadership.
1,Please explain why you rated the organization as you did.,"it's the best environment I've ever worked at, through the defense contractor sphere"
1,Please explain why you rated the organization as you did.,"While there are small times where the work that I do is not very engaging, the people and the culture are out of this world. It would take such an immense amount for another company to be able to get me to leave this company."
1,Please explain why you rated the organization as you did.,"Communication is great, and the team members seem to genuinely want to see each other succeed."
1,Please explain why you rated the organization as you did.,The culture is different
1,Please explain why you rated the organization as you did.,I can't even quantify how thrilled I am with this organization.
1,Please explain why you rated the organization as you did.,i3 regularly goes above and beyond to demonstrate they care about the employees. This includes the regularly scheduled fun events for the company and different sections. Others routinely cover team members that have various life situations pop up.
1,Please explain why you rated the organization as you did.,"i3 walks the walk and talks the talk. Culture is awesome, work is enjoyable, ESOP means everyone has skin in the game."
1,Please explain why you rated the organization as you did.,"i3 has continued to prove itself as a wonderful place to work. The team members treat each other with respect, no matter the level that they are at. Everyone seems happy to be here, proud of what they do."
1,Please explain why you rated the organization as you did.,"My experience with my immediate coworkers has been very pleasant. I cannot speak on the company as a whole, outside of benefits and events, but my personal experience has been great. My lead allows me to do work that aligns with my strengths and interests, as well as learn new skills."
1,Please explain why you rated the organization as you did.,I feel that i3 is an amazing place to work for being that I came from retail.  I’m still in college and they support that as well as allowing me to help with charity-related things away from work.
1,Please explain why you rated the organization as you did.,This is the best company I have ever worked for.  Culture is amazing.  Goals and initiatives are well thought out and communicated so easy to see how I fit in and contribute to the mission of the organization.
1,Please explain why you rated the organization as you did.,i3 is a fantastic company with an excellent company culture. I feel the compensation and benefits are generous as well as very competitive in the market place.
1,Please explain why you rated the organization as you did.,"Of the places I have worked so far the culture, people and environment at i3 have been the best I have experienced and has been improving every year I have been here due to conscious efforts at both the leadership and individual levels."
1,Please explain why you rated the organization as you did.,I very much enjoy working here.
1,Please explain why you rated the organization as you did.,Personal experience: The company as a whole is a great place to work. I just believe that in my work group there can be a lot of exclusion if you don't think or act a certain way.
1,Please explain why you rated the organization as you did.,n/a
1,Please explain why you rated the organization as you did.,"The willingness of everyone here to go above and beyond to support their customer, mission, and team are beyond anything I've experienced.  From the leadership down everyone is knowledgeable but open to improving in any way possible whether it comes to the project, the company, or relationships."
1,Please explain why you rated the organization as you did.,"It's a fine place to work but pay doesnt always follow extra responsibility unfortunately, which can make advancement nebulous."
1,Please explain why you rated the organization as you did.,best place I have worked
1,Please explain why you rated the organization as you did.,The benefits plus company culture is great.
1,Please explain why you rated the organization as you did.,"I feel like as i3 is growing we are losing site of some of our culture. I think we need to either embrace the changes (ie 9/80 schedule, remote working, etc) and accept that we will not have that culture or we need to refocus on our initial culture push and evaluate some of the upper management that is not at all embracing that ""original culture"". 

Our PM team could do better at working with their backshop folks and operations could do ALOT more to help with communication including tracking of items as we continue to grow bigger. Neither the PM group or the Ops group appear to have clear direction across all programs."
1,Please explain why you rated the organization as you did.,Does this matter? They seem to win regardless.
1,Please explain why you rated the organization as you did.,"The phrase ""Our culture"" is often repeated when talking about i3, but it appears to be a mere buzzword for the leadership, with no real action taken to support it. The culture emphasizes teamwork and problem-solving, but the work environment, represented by a generic cube farm, has a negative impact on well-being, health, productivity, and face-to-face interactions. There is also a lack of a flexible work schedule for the headquarters, leading employees to feel like they are just numbers on a spreadsheet that can be easily replaced. Additionally, the overall compensation package at i3 falls significantly short compared to other companies in the area. It's not uncommon for employees to discover that they are earning tens of thousands of dollars less than their peers in the same field, even if they have more experience. All of this is contributing to our retention problem."
1,Please explain why you rated the organization as you did.,"i3 looks to grow each person according to their strengths to benefit not only them, but the organization as a whole."
1,Please explain why you rated the organization as you did.,It really relies on what project you are put on.
1,Please explain why you rated the organization as you did.,"i3 has been the best place I have worked, and I couldn't be happier to be a member of this team! The culture and leadership here is excellent."
1,Please explain why you rated the organization as you did.,"In 30 years, Best job, Best place to work that I have ever had"
1,Please explain why you rated the organization as you did.,I rated my organization this way because I firmly believe that i3 is the best place to work.
1,Please explain why you rated the organization as you did.,Great company with a great culture.
1,Please explain why you rated the organization as you did.,"Honestly, as a contractor, my focus is on the project work. I feel that corporate takes good care of me. Many questions are irrelevant as my immediate coworkers are not i3."
1,Please explain why you rated the organization as you did.,i3 is a great organization that values its employees and is focused on their development.  They have regular training and education opportunities both targeted at personal learning and job competence focused learning.  They are caring for the individual and their families.  I am proud of being a current member of i3 and look forward to continued success with them.
1,Please explain why you rated the organization as you did.,The company has the best culture I've experienced in my career and the work is exceptional.
1,Please explain why you rated the organization as you did.,I3 has been a wonderful experience.  My previous organization was poorly managed and did not do anything to help individuals.  I3 actually cares about their employees and want them to have fun.  The benefits are great and the parties can get a little wild.
1,Please explain why you rated the organization as you did.,i3 is a fantastic company to work for and I highly recommend anyone work for this company.
1,Please explain why you rated the organization as you did.,"I3 has been overall a great experience. I was hired on while I was pregnant, and everyone was more than happy they were excited for me. They did everything they could to make sure my salary, career, and family goals were all met. I have been debating going back to school and they are nothing but supportive. Another plus is the office. Working in the i3 building is so comforting and cozy that it takes the sting out of having to work from the office. Overall, I have been working at i3 for almost a year now and I have not had one bad experience yet! And talk about feeling special during the holidays just a great place to work!"
1,Please explain why you rated the organization as you did.,i3 has provided me an amazing opportunity to develop both on a personal level and a professional level. We have an amazing emphasis on culture and I feel very fortunate to be a part of this great organization.
1,Please explain why you rated the organization as you did.,"This is a great place to work and grow.  I am offered positions within other companies on a weekly basis, sometimes for better pay, and I can honestly say I will never leave i3.  From the leadership to the janitor, everyone here cares about the organization's success and the people within it."
1,Please explain why you rated the organization as you did.,i3 is singularly the best company in Huntsville. I wouldn't work anywhere else.
1,Please explain why you rated the organization as you did.,I have the greatest opportunities to succeed in my career at i3
1,Please explain why you rated the organization as you did.,Organization has a great culture.  Our group is left alone to manage itself so we get our work done.  I understand how this group fits into the bigger picture
1,Please explain why you rated the organization as you did.,"I don't feel like I have an opportunity to advance and at this point, I am looking into career changes at this point, though, so it is a moot point. I am not looking into a career change because of i3, however. I want to be clear that I am doing that because I feel like I'm being called (as a Christian) into that change and not the result of poor treatment (though this may be saying enough that those who know, know who I am in this anonymous survey)."
1,Please explain why you rated the organization as you did.,"I have nothing negative to say about i3 as a whole, and I've really felt like I was valued and important while I've been here."
1,Please explain why you rated the organization as you did.,Great benefits and culture.
1,Please explain why you rated the organization as you did.,i3 reminds me of the small company that I joined when I started my career many years ago - but it's better!
1,Please explain why you rated the organization as you did.,The organization's culture has diminished the last 2 years. They no longer care about the employees and growing and developing them.
1,Please explain why you rated the organization as you did.,"I rated the organization the way I did, because I'm an employee that appreciates, maintains, and demonstrates indivisible integrity; so, grateful that many other team members mirror identical standards of conduct - hopefully, those same ethics will permeate throughout our industry."
1,Please explain why you rated the organization as you did.,"i3 is an an incredible place to work. Each team member is recognized, and we are not just a number in the database of employees."
1,Please explain why you rated the organization as you did.,Working at i3 feels like a big family. Great atmosphere. Great opportunities and great leadership.
1,Please explain why you rated the organization as you did.,Overall the company is an amazing place to work.
1,Please explain why you rated the organization as you did.,"Over the past years of working for this company I have found that culture and engagement has moved more towards profit and year over year growth. ESOP is often used as a culture crutch for bad decision making and ineffective communication. We have leaders that consistently demonstrate they care only for the bottom line and fail to invest in people. 

We are often told to bring these issues with open door policies that provide lip service without any real action. The Cultural lead herself often engages in crossing personal and private life information for the sake of gossip. We have IT leadership that doesn't know how to back up data, nor install port security. Program Management is often fumbled with incompetent leaders forced to 'sink or 'swim'. 

This is not the Best Place to Work."
1,Please explain why you rated the organization as you did.,Best Place to Work!
1,Please explain why you rated the organization as you did.,"I have not had an experience like this, meaning I enjoy my job and everyone whom I work for and with."
1,Please explain why you rated the organization as you did.,"I've worked for I3 for over 5 years, and I love working for them. I was given opportunity to move to another location and absolutely love my job and the people. My gov POC is great and engages with all of us. My immediate supervisor does not work directly with us, yet they are there if we need them."
1,Please explain why you rated the organization as you did.,The company feels and acts like a family.
1,Please explain why you rated the organization as you did.,"My organization provides me with the ability to go after new work opportunities and provides assistance if needed, to include proposal writing, management insight, corporate vision and direction wrt new opportunities.  Everyone is supportive."
1,Please explain why you rated the organization as you did.,I feel that my work is valuable and that I my work is appreciated.  I am trusted with many task that I feel are important.  I have gained trust of co workers to complete those task without being micromanaged.  I accept the task and appreciate the trust they have in me.  I also have trust that they will complete their task so when the deadlines arrive everyone has done their part and we are all ready.
1,Please explain why you rated the organization as you did.,"i3 is widely regarding in Huntsville as one of the premier places to work.  Culture is important and i3 has one of, if not the best cultures I have experienced with an employer.  I trust that our leadership is leading us in the right direction as a company, which is very exciting with new opportunities and as an employee owner."
1,Please explain why you rated the organization as you did.,I frequently compare salary and benefits with local companies. i3 is the best of all the ones that I have contacts with in the area. i3 was built the right way and continues to value it's employees first.
1,Please explain why you rated the organization as you did.,i3 is by far the best place to work as they are committed to improving personnel while solving the nation's toughest problems.
1,Please explain why you rated the organization as you did.,"What considerably influenced my decision was the company culture, management style, work-life balance, and opportunities for growth and development."
1,Please explain why you rated the organization as you did.,I have been with i3 for over 3 years now and have enjoyed the support that they provide to all members. This is only my second company to work for since retiring from a 25+ year active duty military career but the experience has been great. I have not only enjoyed the work environment but have appreciated the outside of work family events that they also host on a regular basis. The additional benefit that i3 recently became a 100% employee owned business is just another added benefit that has developed during my time with the company.
1,Please explain why you rated the organization as you did.,It is amazing.  I have worked at some really bad places and i3 is so far above and beyond anything i ever thought a company could be to work for.
1,Please explain why you rated the organization as you did.,Great place to work! Earn a living while making a difference.
1,Please explain why you rated the organization as you did.,"Great company, great work, great benefits and I feel involved."
1,Please explain why you rated the organization as you did.,"I have worked at few contractors in the area and this company really backs what they are doing. I memorized the company mission statement because it is true, and the company does follow through. This company also allows me to take care of those I am responsible for which is also very nice."
1,Please explain why you rated the organization as you did.,Outstanding organization that understands without people there is no company.
1,Please explain why you rated the organization as you did.,I cannot think of better company than i3.
1,Please explain why you rated the organization as you did.,".  I had a friend that worked for i3 and told me how great the company was, and that they were the best company he's ever worked for.
 I applied for a position with the company in 2018 and was hired shortly after.  Everything my friend told me about i3 was absolutely true.  I'm in my mid 40's and out of all the employers I've worked for over the years i3 is by far my favorite.  
i3 puts the employees first. They go out of their way to make sure we are taken care of. 
 They have many events throughout the year we're employees can get together and mingle with other employees, and everyone in leadership. 
 They are very transparent, and communicate all facets of the business with us. 
 I worked very hard on my project for a couple of years, and i3 noticed my efforts and value and gave me a raise.  
I could go on, but i will just reiterate that i3 is by far the best employer I've had in the 25 years of my career, and I'm very proud to be their employee."
1,Please explain why you rated the organization as you did.,"Fantastic place to work, everyday I am eager to come to work and accomplish my tasks simply because of the positive work atmosphere, the challenging work, and the team motivation to provide great service to our customers."
1,Please explain why you rated the organization as you did.,I'm not sure that there are any real opportunities for me to advance within the company from the position that I'm currently in.
1,Please explain why you rated the organization as you did.,"My entire experience with i3 has been outstanding!  I was warmly welcome when I joined, and I am consistently valued, appreciated, and encouraged daily to grow as a person while I deliver the absolute best services to our customers."
1,Please explain why you rated the organization as you did.,The organization has helped me both professionally and personally. I have been a part of several companies and have never felt the sense of belonging and ability to share any issues with management.
1,Please explain why you rated the organization as you did.,It is without doubt that this organization cares for its people and does everything within reason to ensure that their personnel know it and feels like a part of the team.
1,Please explain why you rated the organization as you did.,i3 allows their employees to balence work and family
1,Please explain why you rated the organization as you did.,Great place to work
1,Please explain why you rated the organization as you did.,"I came onboard from another company where I had been 30 years and laid off.  In the initial interview, I threw out a salary number - which I felt was unrealistic - and i3 was ""that's doable"".  I have received 3 Christmas bonuses - totally unexpected - and 3 spot bonuses for merit - they definitely recognize good work and if the govt customer happens to mention a team member by name.  AMAZING!!!!  i3 also schedules/scheduled - pre-covid and post-covid - both formal get togethers - summer picnic, Christmas party but also quarterly pizza get togethers or pub crawls.  They have classes for financial planning/insurance needs/retirement planning - AMAZING.
Cannot say enough on how welcoming they have been to me."
1,Please explain why you rated the organization as you did.,By far the BEST place I have EVER worked!
1,Please explain why you rated the organization as you did.,"The overall organization is one of the best around, if not the best, around.  The overall atmosphere is one of Team/Family.  Benefits are outstanding.  So the next comments will identify me as someone working outside of Corporate.  Over the years being here I've continually heard that we like to promote from within, and I've seen that, but it appears to be promoting those at Corporate.  There have been a few that have been promoted within as Leads as a Contractor, it's the ability to move into a position within Corporate if you are outside that is disappointing.  If you apply for a position, especially since you are a member of i3, you would expect someone to let you know you didn't get the position and possibly why.  The why part is part of mentoring and trying to build the company from within.  It's just disappointing that that doesn't, at least in my experience.  I still Love the company and Senior Leadership is incredible. it's what happens below that is concerning because it appears hiring is secretive and really doesn't matter what your qualifications are since there is probably someone else already identified.  Again, I Love i3 it's just kind of disheartening."
1,Please explain why you rated the organization as you did.,"The company doesn't use performance metrics. Instead, recognition is based on customer feedback. This leaves a situation where it's possible to be amazing at your job, but an indifferent customer never gives feedback on you. There is a perception that remote workers are viewed as less dedicated by leadership."
1,Please explain why you rated the organization as you did.,"Compared to all my previous jobs, this organization is the best I've ever worked in."
1,Please explain why you rated the organization as you did.,"The org is decent. Over the years it has drifted away from being people focused to being more profit focused. That is great for a business, but poor for loyalty and retention. I feel I work hard, others within my group do very little and that is tolerated. As long as the customer isn't upset, the minimum is considered sufficient."
1,Please explain why you rated the organization as you did.,"The culture at i3 is like no other - it's inclusive, promotes personal and professional growth, and rewards you for a job well done."
1,Please explain why you rated the organization as you did.,"i3 truly cares about its employees and shows it through actions and works every day, not just slogans on the wall."
1,Please explain why you rated the organization as you did.,"I have worked for 7 companies, and this is the best."
1,Please explain why you rated the organization as you did.,Excellent place to work!
1,Please explain why you rated the organization as you did.,It is one of the best places to grow as professional and as an individual
1,Please explain why you rated the organization as you did.,I came back to work for i3 because it is hands-down the best company I have been employed by.
1,Please explain why you rated the organization as you did.,"This organization is amazing, I feel like Iam part of the organization at all levels, its fair, and informs us all on the way ahead of the company on important matters."
1,Please explain why you rated the organization as you did.,"I have worked at other companies that have one Best Places to Work and i3 is as good or better from an environment. Also, i3 seems to really want to invest in their employee's wellbeing and personal growth."
1,Please explain why you rated the organization as you did.,"I understand my own ""little world"", but have not a clue where the rest of the company is headed or what it is doing."
1,Please explain why you rated the organization as you did.,The level of professionalism and genuine caring is like nothing I have experienced in a workplace.
1,Please explain why you rated the organization as you did.,"1. This organizations pushes decision making down to the lowest levels.
2. As team lead/project manager, the buck stops with me.
3. This organization continually cultivates new leaders."
1,Please explain why you rated the organization as you did.,"i3 is absolutely the best company I have ever worked for. The company goes out of its way to show employees that they are valuable, respected and needed - and it is not just lip service. For example, while our company provided generous Christmas bonuses this year, they also took the time to send us all Christmas cards - with a crisp $100 bill in it as well. I was shocked."
1,Please explain why you rated the organization as you did.,"No Micro Management, I feel valued and motivated to do well, and enjoy the work I do.  I am not pressured into doing work that I do not have interest in.  My immediate leadership, specifically, is exceedingly amazing."
1,Please explain why you rated the organization as you did.,"The culture and work environment is amazing, better than anywhere i've ever worked,"
1,Please explain why you rated the organization as you did.,Love what i3 stands for and how they incorporate all employees in endeavors.
1,Please explain why you rated the organization as you did.,"great staff, great culture, great family inclusion, great benefits and mentorship"
1,Please explain why you rated the organization as you did.,Great place to work with great team.
1,Please explain why you rated the organization as you did.,i3 provides great benefits to it's people and invests in their growth
1,Please explain why you rated the organization as you did.,Sense of family; everyone wants to succeed.
1,Please explain why you rated the organization as you did.,I have seen the company take care of people on both a professional and personal level to extents that have been surprising. Pushing employees to improve themselves as well as caring for them and providing financial and emotional support during difficult times.
1,Please explain why you rated the organization as you did.,I truly enjoy my work and love the company I work for. I am proud of the work I am doing. I am very thankful every day for being made to feel appreciated and like I belong.
1,Please explain why you rated the organization as you did.,"excellent communication across the company, works hard to make all employee owners feel valued & appreciated. Always understanding of personal/family things that arise. Great co-workers"
1,Please explain why you rated the organization as you did.,Feels like a very secure job.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Further embracing alternative work styles such as remote work, hybrid work, and alternative work schedules."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Let the younger workers who want to transition into leadership/management type roles. I think it would also benefit if senior leadership would sit down and have meetings with immediate managers and their workers to discuss promotion and future.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Inclusion within Teams and not let certain people or a person push their way or opinions.
2,What is one thing you would like your organization to START doing to make it a better place to work?,More remote/WFH opportunities and a better Paid Time Off calculation. Not enough time is offered for entry-level or 'new to work' employees.
2,What is one thing you would like your organization to START doing to make it a better place to work?,N/A
2,What is one thing you would like your organization to START doing to make it a better place to work?,N/A
2,What is one thing you would like your organization to START doing to make it a better place to work?,Provide more opportunities for different business units to get to know each other
2,What is one thing you would like your organization to START doing to make it a better place to work?,More work from home options
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Maybe increase pay a little. Given conversations with my friends outside of work, I believe our salaries are slightly below market"
2,What is one thing you would like your organization to START doing to make it a better place to work?,I am not sure if there is anything they can do better. It is a pretty great place already.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Please dim the lights.  Too bright and glaring in and around our workplace.  Have been battling eye fatigue and headaches at work.  I am open to working on another floor or location.
2,What is one thing you would like your organization to START doing to make it a better place to work?,providing more physical privacy in our workspace
2,What is one thing you would like your organization to START doing to make it a better place to work?,Having Portfolio meetings monthly
2,What is one thing you would like your organization to START doing to make it a better place to work?,I love the numerous team building and family events that happen during the year...I'd love to see more of them!
2,What is one thing you would like your organization to START doing to make it a better place to work?,More Hybrid work
2,What is one thing you would like your organization to START doing to make it a better place to work?,"flexibility in working from home (9/80 schedule, work from home days 1-2 times a week, etc.). something to keep up with the times but still maintain a core in-office presence to maintain the culture"
2,What is one thing you would like your organization to START doing to make it a better place to work?,Remote work
2,What is one thing you would like your organization to START doing to make it a better place to work?,Grant department leads more autonomy in decision making
2,What is one thing you would like your organization to START doing to make it a better place to work?,Hours outside of 8-5 for those that are not in customer facing roles.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Walking the halls. Leadership used to come by our offices frequently and since we've moved it's tapered off. Also, leadership could start being more active with i3 Cares."
2,What is one thing you would like your organization to START doing to make it a better place to work?,More planning before working on new projects. Icebreaker meetings to help new hires feel more comfortable.
2,What is one thing you would like your organization to START doing to make it a better place to work?,N/A
2,What is one thing you would like your organization to START doing to make it a better place to work?,Keep doing what you are doing because you have it figured out!
2,What is one thing you would like your organization to START doing to make it a better place to work?,n/a
2,What is one thing you would like your organization to START doing to make it a better place to work?,Can't think of anything.
2,What is one thing you would like your organization to START doing to make it a better place to work?,hybrid schedule
2,What is one thing you would like your organization to START doing to make it a better place to work?,Faster flow to getting software installed
2,What is one thing you would like your organization to START doing to make it a better place to work?,More projects focused on actual games rather than training courses.
2,What is one thing you would like your organization to START doing to make it a better place to work?,I believe the COVID pandemic shined light on the fact that people could work from home and still get work done. I believe allowing the employees to work a hybrid schedule would make the company a better place to work
2,What is one thing you would like your organization to START doing to make it a better place to work?,The organization is doing well in regards of taking care of their employees.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"I think as an ESOP it would be nice to have ""Shareholders meetings"" so that I can be aware of what the company is doing as a whole. Maybe pay for employees to attend conventions and conferences that provides a relevant and direct improvement to the individual and company. (They may already do that; I just haven't asked yet)"
2,What is one thing you would like your organization to START doing to make it a better place to work?,Remove the current management from some of the ORGs and bring in management that actual cares about the employees and will address concerns rather than turning hostile.
2,What is one thing you would like your organization to START doing to make it a better place to work?,More clear paths to growth within the company. I would love to stay with i3 until the day I retire.
2,What is one thing you would like your organization to START doing to make it a better place to work?,I can't think of anything.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"i3 really takes care of all of our needs, so the only things left to ask for are the weird things, like I would love to see something like allowing pets at work for a day."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Work schedules that allow for every other Friday off.
2,What is one thing you would like your organization to START doing to make it a better place to work?,additional opportunities to meet new employees and exchange ideas
2,What is one thing you would like your organization to START doing to make it a better place to work?,Make goals for individual's growth more concrete and obvious.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Continue optimizing and centralizing common workplace functions to empower individual workers
2,What is one thing you would like your organization to START doing to make it a better place to work?,execution accountability
2,What is one thing you would like your organization to START doing to make it a better place to work?,"It would be nice if i3 laid out the vision plan for the next five, ten years. It is hard to know what we are working towards. We need to be doing more events in the community."
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Start using new technologies (Unreal Engine, VR/AR, etc) more frequently"
2,What is one thing you would like your organization to START doing to make it a better place to work?,Offer a hybrid work environment for all team members.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Promote more cross pollination between developer groups and organizations
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Prioritizing filling missing leadership roles. My own supervisor seems to be stretched pretty thin trying to wear so many hats, but clearly giving everything they have."
2,What is one thing you would like your organization to START doing to make it a better place to work?,I feel like department to department communication could be improved. It would be nice to know when a department is affected by something another department is/is not doing well enough.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Organization- / Group-wide demonstrations to give all team members more understanding and ownership of the whole products they are creating.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Offering 10hr x 4-day work week as an option.
2,What is one thing you would like your organization to START doing to make it a better place to work?,They have to start making changes with respect to diversity and the inclusion of other races among the employees they hire.
